Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,218.399994,219.33299300000002,217.100006,218.33299300000002,205.32666,1479458
2016-01-04,217.0,217.399994,214.367004,216.733002,203.821991,5906445
2016-01-05,216.733002,217.600006,216.03300499999997,216.56700099999998,203.66589399999998,5816482
2016-01-06,218.0,218.0,209.699997,210.06700099999998,197.553085,15234480
2016-01-07,209.199997,209.199997,205.766998,206.399994,194.104538,11809210
2016-01-08,207.466995,211.33299300000002,206.5,209.100006,196.643692,9840336
2016-01-11,206.667007,211.19999700000002,206.5,210.69999700000002,198.14836100000002,6876723
2016-01-12,210.16700699999998,211.266998,208.332993,210.100006,197.58410600000002,6954766
2016-01-13,211.56700099999998,213.600006,209.766998,210.5,197.960297,6862586
2016-01-14,209.100006,212.5,208.167007,211.5,198.900726,11491224
2016-01-15,210.06700099999998,211.600006,208.199997,209.266998,196.800751,7979745
2016-01-18,209.266998,212.43299900000002,208.832993,210.266998,197.74118,11830011
2016-01-19,210.16700699999998,211.66700699999998,207.966995,209.367004,196.894791,6836110
2016-01-20,206.932999,213.33299300000002,203.332993,205.966995,193.697327,9643707
2016-01-21,207.766998,207.766998,202.432999,204.266998,192.098587,12559260
2016-01-22,206.0,208.5,201.733002,205.832993,193.571304,15241478
2016-01-25,203.567001,207.899994,202.699997,206.266998,193.979462,9329444
2016-01-27,206.300003,209.466995,204.632996,208.632996,196.204514,8511430
2016-01-28,208.466995,214.56700099999998,207.766998,212.367004,199.71608,13890530
2016-01-29,215.233002,217.33299300000002,211.233002,213.46699500000003,200.750549,12496232
2016-02-01,212.43299900000002,216.66700699999998,209.899994,216.5,203.602859,7351552
2016-02-02,215.93299900000002,217.266998,214.30000299999998,216.16700699999998,203.289703,7066827
2016-02-03,214.5,216.16700699999998,213.06700099999998,214.632996,201.847092,4921792
2016-02-04,214.93299900000002,216.399994,214.0,214.53300499999997,201.753036,3186770
2016-02-05,215.33299300000002,217.30000299999998,214.66700699999998,215.96699500000003,203.101624,6504092
2016-02-08,216.53300499999997,216.600006,209.5,210.16700699999998,197.647141,6267885
2016-02-09,208.832993,209.167007,206.5,208.266998,195.860321,11473299
2016-02-10,208.067001,208.632996,204.667007,206.0,193.728363,7865656
2016-02-11,207.132996,207.132996,198.300003,199.033005,187.176392,14039940
2016-02-12,199.466995,203.432999,199.233002,200.067001,188.148804,13195534
2016-02-15,202.0,204.0,198.932999,202.466995,190.405823,12016136
2016-02-16,203.0,204.0,195.766998,197.0,185.264511,10581429
